recipient_id,recipient_email,status,error
1308,mohammed.saxena307@gmail.com,sent,
1310,bhavna.pillai309@gmail.com,sent,
1313,liya.parekh312@gmail.com,sent,
1312,madhav.george311@gmail.com,sent,
1314,isha.nagpal313@gmail.com,sent,
1315,ali.mukherjee314@gmail.com,sent,
1317,mahesh.verma316@gmail.com,sent,
1318,anu.deshmukh317@gmail.com,sent,
1320,sachin.kumar319@gmail.com,sent,
1322,neel.kaur321@gmail.com,sent,
1324,aditya.banerjee323@gmail.com,sent,
1325,isha.chauhan324@gmail.com,sent,
1327,ravi.varma326@gmail.com,sent,
1329,raj.mukherjee328@gmail.com,sent,
1332,isha.parekh331@gmail.com,sent,
1334,asha.nambiar333@gmail.com,sent,
1338,ishan.naidu337@gmail.com,sent,
1339,dhruv.kaur338@gmail.com,sent,
1340,ishan.george339@gmail.com,sent,
1345,sachin.goyal344@gmail.com,sent,
1346,shreya.tilak345@gmail.com,sent,
1348,dev.chandra347@gmail.com,sent,
1352,rakesh.raju351@gmail.com,sent,
1349,pranali.bhatt348@gmail.com,sent,
1355,vikram.pknambiar354@gmail.com,sent,
1357,jaya.chauhan356@gmail.com,sent,
1358,vikram.bhattacharya357@gmail.com,sent,
1359,kajal.choudhary358@gmail.com,sent,
1360,jaya.santosh359@gmail.com,sent,
1361,emma.shukla360@gmail.com,sent,
1362,ritu.krishnan361@gmail.com,sent,
1369,laila.modi368@gmail.com,sent,
1367,hema.gowtham366@gmail.com,sent,
1371,ritu.goyal370@gmail.com,sent,
1372,mahesh.kashyap371@gmail.com,sent,
1375,yash.rana374@gmail.com,sent,
1376,arjun.mehra375@gmail.com,sent,
1378,rajveer.thakur377@gmail.com,sent,
1379,shruti.mathew378@gmail.com,sent,
1380,karan.singhal379@gmail.com,sent,
1382,varun.shetty381@gmail.com,sent,
1384,shiv.adani383@gmail.com,sent,
1383,shreya.mukherjee382@gmail.com,sent,
1385,gaurav.naidu384@gmail.com,sent,
1386,neel.thakur385@gmail.com,sent,
1387,gaurav.fernandes386@gmail.com,sent,
1390,reza.saxena389@gmail.com,sent,
1391,suman.ferreira390@gmail.com,sent,
1394,gaurav.chopra393@gmail.com,sent,
1395,isabella.bhardwaj394@gmail.com,sent,
1397,leela.mehta396@gmail.com,sent,
1396,manish.nagpal395@gmail.com,sent,
1398,sneha.jit397@gmail.com,sent,
1402,samir.shukla401@gmail.com,sent,
1403,ali.reddy402@gmail.com,sent,
1400,kamal.mehta399@gmail.com,sent,
1407,omar.menon406@gmail.com,sent,
1408,lokanath.patankar407@gmail.com,sent,
1412,fatima.pereira411@gmail.com,sent,
1413,rajesh.banerjee412@gmail.com,sent,
1414,kajal.reddy413@gmail.com,sent,
1416,sunita.chavan415@gmail.com,sent,
1420,hema.krishnan419@gmail.com,sent,
1421,ritu.deshmukh420@gmail.com,sent,
1422,laila.malhotra421@gmail.com,sent,
1423,aditya.kaur422@gmail.com,sent,
1424,dev.jain423@gmail.com,sent,
1426,deepa.nagpal425@gmail.com,sent,
1432,arya.joshi431@gmail.com,sent,
1428,pooja.verma427@gmail.com,sent,
1433,varun.bose432@gmail.com,sent,
1434,dev.joshi433@gmail.com,sent,
1436,aya.rao435@gmail.com,sent,
1437,sachin.santosh436@gmail.com,sent,
1441,varun.desai440@gmail.com,sent,
1440,sahil.krishnan439@gmail.com,sent,
1445,ali.more444@gmail.com,sent,
1444,lokanath.bose443@gmail.com,sent,
1449,shiv.dias448@gmail.com,sent,
1447,rajat.reddy446@gmail.com,sent,
1450,rajveer.shetty449@gmail.com,sent,
1453,liya.agrawal452@gmail.com,sent,
1454,aditya.joshi453@gmail.com,sent,
1455,isha.verma454@gmail.com,sent,
1463,nikhil.thakur462@gmail.com,sent,
1458,gaurav.nambiar457@gmail.com,sent,
1466,sneha.krishnan465@gmail.com,sent,
1468,tina.singh467@gmail.com,sent,
1469,neel.yadav468@gmail.com,sent,
1472,jaya.kashyap471@gmail.com,sent,
1474,ava.menon473@gmail.com,sent,
1478,lokesh.mehta477@gmail.com,sent,
1479,kiran.thomas478@gmail.com,sent,
1481,hema.rao480@gmail.com,sent,
1482,neel.deshmukh481@gmail.com,sent,
1483,nikita.modi482@gmail.com,sent,
1484,liya.verma483@gmail.com,sent,
1487,omar.bhattacharya486@gmail.com,sent,
1488,priya.shukla487@gmail.com,sent,
1490,mano.pillai489@gmail.com,sent,
1491,mohammed.mukherjee490@gmail.com,sent,
1495,varun.patel494@gmail.com,sent,
1496,sameer.singh495@gmail.com,sent,
1497,emma.nambiar496@gmail.com,sent,
1499,liam.thakur498@gmail.com,sent,
1502,yash.patil501@gmail.com,sent,
1505,tina.nair504@gmail.com,sent,
1506,isha.chauhan505@gmail.com,sent,
1507,rajveer.rao506@gmail.com,sent,
1510,arya.lodha509@gmail.com,sent,
1509,kabir.ferreira508@gmail.com,sent,
1511,sunita.modi510@gmail.com,sent,
1512,sanjay.chauhan511@gmail.com,sent,
1516,priya.dutta515@gmail.com,sent,
1517,samir.chandra516@gmail.com,sent,
1518,meera.patankar517@gmail.com,sent,
1520,mano.parekh519@gmail.com,sent,
1522,sachin.gupta521@gmail.com,sent,
1523,suman.mehra522@gmail.com,sent,
1524,yash.rao523@gmail.com,sent,
1525,omar.paul524@gmail.com,sent,
1526,bala.adani525@gmail.com,sent,
1527,lucas.pillai526@gmail.com,sent,
1528,neel.gowda527@gmail.com,sent,
1531,arya.thomas530@gmail.com,sent,
1532,lucas.gowda531@gmail.com,sent,
1533,mano.nair532@gmail.com,sent,
1536,pavan.nagpal535@gmail.com,sent,
1535,kajal.kaur534@gmail.com,sent,
1538,aarav.thomas537@gmail.com,sent,
1540,yasmin.varadarajan539@gmail.com,sent,
1541,arya.dutta540@gmail.com,sent,
1542,isha.nambiar541@gmail.com,sent,
1543,oliver.george542@gmail.com,sent,
1547,sakshi.varadarajan546@gmail.com,sent,
1548,rakesh.mukherjee547@gmail.com,sent,
1551,nidhi.kumar550@gmail.com,sent,
1552,sameer.desai551@gmail.com,sent,
1557,arjun.bose556@gmail.com,sent,
1560,noor.patil559@gmail.com,sent,
1562,vijay.bhardwaj561@gmail.com,sent,
1563,mayank.banerjee562@gmail.com,sent,
1564,bhavesh.parekh563@gmail.com,sent,
1565,anand.gupta564@gmail.com,sent,
1570,arya.gowtham569@gmail.com,sent,
1572,sahil.sinha571@gmail.com,sent,
1576,karan.chopra575@gmail.com,sent,
1577,yash.singh576@gmail.com,sent,
1580,anita.gowda579@gmail.com,sent,
1582,sahil.menon581@gmail.com,sent,
1583,sanjay.deshmukh582@gmail.com,sent,
1585,gaurav.shetty584@gmail.com,sent,
1586,suman.raj585@gmail.com,sent,
1589,madhav.raju588@gmail.com,sent,
1591,fatima.krishnan590@gmail.com,sent,
1592,leela.sinha591@gmail.com,sent,
1596,isha.shetty595@gmail.com,sent,
1600,nidhi.pillay599@gmail.com,sent,
1601,isha.mathew600@gmail.com,sent,
1602,aarav.arora601@gmail.com,sent,
1603,kavya.shetty602@gmail.com,sent,
1605,rajveer.arora604@gmail.com,sent,
1606,sunita.chopra605@gmail.com,sent,
1607,ali.parekh606@gmail.com,sent,
1611,neha.krishnan610@gmail.com,sent,
1615,rahul.dutta614@gmail.com,sent,
1617,mia.mehra616@gmail.com,sent,
1612,sara.raj611@gmail.com,sent,
1620,manish.thakur619@gmail.com,sent,
1621,ali.more620@gmail.com,sent,
1624,jaya.khan623@gmail.com,sent,
1623,rajveer.deshmukh622@gmail.com,sent,
1625,olivia.shinde624@gmail.com,sent,
1627,kavya.singh626@gmail.com,sent,
1628,aarav.menon627@gmail.com,sent,
1630,gaurav.saxena629@gmail.com,sent,
1631,kabir.malhotra630@gmail.com,sent,
1632,lokesh.khan631@gmail.com,sent,
1634,anita.bhattacharya633@gmail.com,sent,
1637,aya.singh636@gmail.com,sent,
1638,isha.parekh637@gmail.com,sent,
1639,bhavna.lodha638@gmail.com,sent,
1640,amelia.kashyap639@gmail.com,sent,
1647,olivia.nambiar646@gmail.com,sent,
1653,mano.shaw652@gmail.com,sent,
1649,omar.patankar648@gmail.com,sent,
1654,yasmin.gowda653@gmail.com,sent,
1657,tanmay.patel656@gmail.com,sent,
1659,kiran.george658@gmail.com,sent,
1658,raj.jain657@gmail.com,sent,
1660,neel.yadav659@gmail.com,sent,
1663,nikhil.pillai662@gmail.com,sent,
1664,reza.gowtham663@gmail.com,sent,
1665,sahil.thomas664@gmail.com,sent,
1666,sophia.kaur665@gmail.com,sent,
1667,laila.verma666@gmail.com,sent,
1672,leela.paul671@gmail.com,sent,
1673,pranav.thakur672@gmail.com,sent,
1674,pavan.iqbal673@gmail.com,sent,
1675,isha.saraf674@gmail.com,sent,
1680,pooja.varma679@gmail.com,sent,
1682,lucas.patil681@gmail.com,sent,
1678,rajat.patankar677@gmail.com,sent,
1686,isha.chavan685@gmail.com,sent,
1692,gita.verma691@gmail.com,sent,
1696,mayank.malhotra695@gmail.com,sent,
1697,karan.patel696@gmail.com,sent,
1699,shreya.seth698@gmail.com,sent,
1702,dimple.raj701@gmail.com,sent,
1704,kabir.kothari703@gmail.com,sent,
1708,yash.paul707@gmail.com,sent,
1701,kabir.iqbal700@gmail.com,sent,
1710,tushar.yadav709@gmail.com,sent,
1712,nivaan.bhatt711@gmail.com,sent,
1714,mohit.modi713@gmail.com,sent,
1713,aditya.shinde712@gmail.com,sent,
1719,neel.sarma718@gmail.com,sent,
1721,shruti.gowda720@gmail.com,sent,
1722,sara.pillai721@gmail.com,sent,
1726,gita.yadav725@gmail.com,sent,
1729,simran.seth728@gmail.com,sent,
1730,dhruv.naidu729@gmail.com,sent,
1731,sunita.khan730@gmail.com,sent,
1732,liam.mehta731@gmail.com,sent,
1737,tanvi.paul736@gmail.com,sent,
1738,pari.pillai737@gmail.com,sent,
1740,lokanath.jit739@gmail.com,sent,
1741,raj.chavan740@gmail.com,sent,
1743,pranali.kumar742@gmail.com,sent,
1744,lucas.adani743@gmail.com,sent,
1746,emma.gowtham745@gmail.com,sent,
1750,vikram.reddy749@gmail.com,sent,
1751,priya.pillay750@gmail.com,sent,
1753,nikhil.shaw752@gmail.com,sent,
1755,ravi.das754@gmail.com,sent,
1756,sanjay.thakur755@gmail.com,sent,
1760,reza.gowtham759@gmail.com,sent,
1762,bhavna.singh761@gmail.com,sent,
1763,madhav.george762@gmail.com,sent,
1764,omar.shetty763@gmail.com,sent,
1765,priya.choudhary764@gmail.com,sent,
1766,kabir.choudhary765@gmail.com,sent,
1767,amelia.nair766@gmail.com,sent,
1768,rajesh.saraf767@gmail.com,sent,
1775,kavya.bhat774@gmail.com,sent,
1776,kiran.krishnan775@gmail.com,sent,
1777,lokesh.nagpal776@gmail.com,sent,
1778,arya.chopra777@gmail.com,sent,
1781,mayank.raju780@gmail.com,sent,
1779,rakesh.raju778@gmail.com,sent,
1782,ishan.krishnan781@gmail.com,sent,
1783,oliver.parekh782@gmail.com,sent,
1791,shiv.chauhan790@gmail.com,sent,
1793,laila.reddy792@gmail.com,sent,
1795,bhavesh.chavan794@gmail.com,sent,
1797,rajesh.kothari796@gmail.com,sent,
1798,priya.raj797@gmail.com,sent,
1800,rajveer.verma799@gmail.com,sent,
1803,shreya.iqbal802@gmail.com,sent,
1804,omar.kapoor803@gmail.com,sent,
1806,omar.thomas805@gmail.com,sent,
1808,tanmay.gowda807@gmail.com,sent,
1809,mayank.kaushik808@gmail.com,sent,
1810,dev.kothari809@gmail.com,sent,
1811,meera.dutta810@gmail.com,sent,
1818,isabella.singh817@gmail.com,sent,
1819,nikita.naidu818@gmail.com,sent,
1821,ravi.krishnan820@gmail.com,sent,
1822,kabir.das821@gmail.com,sent,
1826,mira.shinde825@gmail.com,sent,
1823,sameer.adani822@gmail.com,sent,
1827,laila.joshi826@gmail.com,sent,
1830,arya.adani829@gmail.com,sent,
1833,mayank.kashyap832@gmail.com,sent,
1834,isha.jain833@gmail.com,sent,
1831,pavan.agrawal830@gmail.com,sent,
1835,reza.banerjee834@gmail.com,sent,
1837,neel.bhatt836@gmail.com,sent,
1836,omar.banerjee835@gmail.com,sent,
1838,laila.patel837@gmail.com,sent,
1839,simran.varma838@gmail.com,sent,
1840,lucas.pereira839@gmail.com,sent,
1848,mayank.yadav847@gmail.com,sent,
1850,dhruv.krishnan849@gmail.com,sent,
1841,vikram.banerjee840@gmail.com,sent,
1851,kabir.hussain850@gmail.com,sent,
1857,kavya.trivedi856@gmail.com,sent,
1853,arya.khan852@gmail.com,sent,
1858,manish.reddy857@gmail.com,sent,
1863,deepa.malhotra862@gmail.com,sent,
1867,pranav.gupta866@gmail.com,sent,
1866,noor.hussain865@gmail.com,sent,
1869,shiv.gupta868@gmail.com,sent,
1862,aya.kapoor861@gmail.com,sent,
1870,shiv.krishnan869@gmail.com,sent,
1871,aditya.varadarajan870@gmail.com,sent,
1876,dev.pknambiar875@gmail.com,sent,
1875,nivaan.mehta874@gmail.com,sent,
1877,ishan.varadarajan876@gmail.com,sent,
1880,asha.krishnan879@gmail.com,sent,
1881,sachin.gowda880@gmail.com,sent,
1883,pranali.trivedi882@gmail.com,sent,
1882,jaya.trivedi881@gmail.com,sent,
1885,anu.kaushik884@gmail.com,sent,
1892,aarav.pknambiar891@gmail.com,sent,
1890,isabella.paul889@gmail.com,sent,
1894,pranali.saxena893@gmail.com,sent,
1896,dimple.chauhan895@gmail.com,sent,
1899,sophia.raj898@gmail.com,sent,
1897,kajal.kaushik896@gmail.com,sent,
1901,meera.kothari900@gmail.com,sent,
1902,nidhi.shukla901@gmail.com,sent,
1908,mohit.parekh907@gmail.com,sent,
1906,mohammed.das905@gmail.com,sent,
1909,tina.shaw908@gmail.com,sent,
1910,anand.das909@gmail.com,sent,
1911,neha.joshi910@gmail.com,sent,
1914,mira.raju913@gmail.com,sent,
1915,varun.kaushik914@gmail.com,sent,
1916,bhavesh.mathew915@gmail.com,sent,
1917,rajesh.gowda916@gmail.com,sent,
1918,nidhi.chandra917@gmail.com,sent,
1919,noor.saraf918@gmail.com,sent,
1921,vijay.fernandes920@gmail.com,sent,
1924,dev.verma923@gmail.com,sent,
1920,olivia.thomas919@gmail.com,sent,
1925,liya.nagpal924@gmail.com,sent,
1927,sachin.singh926@gmail.com,sent,
1931,bhavna.nagpal930@gmail.com,sent,
1935,priya.mehta934@gmail.com,sent,
1937,suman.iqbal936@gmail.com,sent,
1939,reza.singh938@gmail.com,sent,
1940,suman.deshmukh939@gmail.com,sent,
1938,neha.nagpal937@gmail.com,sent,
1946,pooja.santosh945@gmail.com,sent,
1947,ritu.kothari946@gmail.com,sent,
1950,leela.pereira949@gmail.com,sent,
1954,rajesh.mathew953@gmail.com,sent,
1956,rahul.ambani955@gmail.com,sent,
1957,kavya.chauhan956@gmail.com,sent,
1960,yash.agrawal959@gmail.com,sent,
1962,pranali.pillai961@gmail.com,sent,
1963,lucas.tilak962@gmail.com,sent,
1964,amelia.shukla963@gmail.com,sent,
1966,gaurav.ferreira965@gmail.com,sent,
1968,nikita.rana967@gmail.com,sent,
1970,sanjay.kumar969@gmail.com,sent,
1971,neel.raj970@gmail.com,sent,
1972,raj.kumar971@gmail.com,sent,
1973,omar.deshmukh972@gmail.com,sent,
1974,sameer.menon973@gmail.com,sent,
1975,gaurav.desai974@gmail.com,sent,
1976,bhavna.mukherjee975@gmail.com,sent,
1979,rakesh.tilak978@gmail.com,sent,
1981,neel.jain980@gmail.com,sent,
1984,rajat.bhat983@gmail.com,sent,
1985,dimple.varadarajan984@gmail.com,sent,
